key,en,pl
BRITH_DIALOGUE_05,"You’re right. On my way back to the village, I tried to stop by my home to collect a few things. But… I found it in ruins. The bandits likely looted it first, then burned it down. I suppose I have no choice — I’ll have to stay in this village. I’ve spoken to the architect already — he’s found a place where I can set up a new shop. He only mentioned there's a lack of building materials… But if you agree to help with the construction, I’ll make sure you’re properly rewarded. It’s a fair offer.","Masz rację. Wracając do wioski, próbowałam zajrzeć do domu, żeby zabrać kilka rzeczy. Ale… znalazłam go w ruinach. Bandyci prawdopodobnie najpierw go splądrowali, a potem spalili. Wygląda na to, że nie mam wyboru — będę musiała zostać w tej wiosce. Rozmawiałam już z architektem — znalazł miejsce, gdzie mogę założyć nowy sklep. Wspomniał tylko, że brakuje materiałów budowlanych… Ale jeśli zgodzisz się pomóc w budowie, zadbam, żebyś został odpowiednio wynagrodzony. To uczciwa propozycja."
BRITH_DIALOGUE_PATH_05,"Brith, something’s bothering you… what is it?","Brith, coś cię niepokoi… co to jest?"
BRITH_DIALOGUE_06,"Yes! I couldn’t wait — I watched the construction all the way through.It went rather smoothly, I must say. Thank you — I’ll thank the others later as well. For now, please accept this reward. Come back and see me when you have a moment — I’ll show you what I have for sale.","Tak! Nie mogłam się doczekać — obserwowałam całą budowę. Poszło całkiem sprawnie, muszę powiedzieć. Dziękuję — podziękuję też innym później. Na razie przyjmij tę nagrodę. Wróć do mnie, gdy będziesz mieć chwilę — pokażę ci, co mam na sprzedaż."
BRITH_DIALOGUE_PATH_06, I see they’ve already shown you your new home.,"Widzę, że już pokazano ci twój nowy dom."
BRITH_DIALOGUE_07,"Sigh... You’re right again. I hate to trouble you, truly. But I’ve heard from a few customers that the bandits are keeping a hunter prisoner. And I couldn’t help but wonder… could it be my brother? I don’t know for sure, but my heart won’t rest until I find out. If you could look into it — I’d reward you handsomely. Even if it turns out not to be him — you’ll still be paid. No one deserves to rot in their filthy hands.","Sigh… Masz rację. Nie chcę cię fatygować, naprawdę. Ale słyszałam od kilku klientów, że bandyci trzymają myśliwego w niewoli. I nie mogłam się powstrzymać… czy to może być mój brat? Nie wiem na pewno, ale serce mi nie spocznie, dopóki się nie dowiem. Jeśli mógłbyś to sprawdzić — sowicie cię wynagrodzę. Nawet jeśli się okaże, że to nie on — i tak dostaniesz zapłatę. Nikt nie zasługuje na gnicie w ich brudnych rękach."
BRITH_DIALOGUE_PATH_07,I can see you want to ask me something.,"Widzę, że chcesz mnie o coś zapytać."
BRITH_DIALOGUE_08,"Yes, you did it! He told me you pulled him out of the bandits’ hands. So they did have him… but thankfully, they didn’t harm him. I don’t know how to thank you… Just take this gold. Spend it wisely. And if you ever cross paths with those bandits again — feel free to give them another “thank you”… from me.","Tak, udało ci się! Powiedział mi, że wyciągnąłeś go z rąk bandytów. Więc faktycznie go mieli… ale na szczęście mu nie zaszkodzili. Nie wiem, jak ci podziękować… Po prostu weź to złoto. Wydaj je mądrze. A jeśli kiedyś znowu spotkasz tych bandytów — możesz im dać jeszcze jedno „dziękuję”… ode mnie."
BRITH_DIALOGUE_PATH_08,I think I found your brother.,"Wierzę, że znalazłem twojego brata."
BROUTHAS_DIALOGUE_00,Ha! Welcome! What brings you here?,Ha! Witaj! Co cię tu sprowadza?
BROUTHAS_DIALOGUE_PATH_00,Tell me...,Powiedz mi…
BROUTHAS_DIALOGUE_01,"I am a dwarf, I come from the Kazamadam mountains. I joined this group to search the nearby mountains.","Jestem krasnoludem, pochodzę z gór Kazamadam. Dołączyłem do tej grupy, by przeszukać pobliskie góry."
BROUTHAS_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
BROUTHAS_DIALOGUE_02,Yes! I can help you better hold two-handed weapons,Tak! Mogę ci pomóc lepiej trzymać broń dwuręczną.
BROUTHAS_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
BROUTHAS_DIALOGUE_03,Ha! Of course. ,Ha! Oczywiście.
BROUTHAS_DIALOGUE_PATH_03,Can you help me with my strong?,Czy możesz mi pomóc z moją siłą?
BROUTHAS_DIALOGUE_04,"Ha! Well, goodbye!","Ha! Cóż, do widzenia!"
BROUTHAS_DIALOGUE_PATH_04,Goodbye!,Do widzenia!
SAMIONSU_DIALOGUE_00,"Hello, adventure. What do you need?","Witaj, przygodo. Czego potrzebujesz?"
SAMIONSU_DIALOGUE_PATH_00,Can I talk something else?,Czy mogę porozmawiać o czymś innym?
SAMIONSU_DIALOGUE_01,I am an elf. I come from the dark forest. Please don't ask me questions because I don't want to answer them.,"Jestem elfem. Pochodzę z Ciemnego Lasu. Proszę, nie zadawaj mi pytań, bo nie chcę na nie odpowiadać."
SAMIONSU_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
SAMIONSU_DIALOGUE_02,"Of course, I can show you how to better hold your bow.","Oczywiście, mogę pokazać ci, jak lepiej trzymać łuk."
SAMIONSU_DIALOGUE_PATH_02,Can you show me how to use bow?,"Czy możesz pokazać mi, jak używać łuku?"
SAMIONSU_DIALOGUE_03,"Yes, I can","Tak, mogę"
SAMIONSU_DIALOGUE_PATH_03,Can you train with me?,Czy możesz trenować ze mną?
SAMIONSU_DIALOGUE_04,Farewall adventure.,"Żegnaj, przygodo."
SAMIONSU_DIALOGUE_PATH_04,"Thank you, goodbye.","Dziękuję, do widzenia."
GUARD_DIALOGUE_00,"Move along, adventurer, and don't waste my time. I have work to do.","Idź dalej, przygodo, i nie marnuj mojego czasu. Mam pracę do wykonania."
GUARD_DIALOGUE_PATH_00,Hello,Witaj
GUARD_DIALOGUE_01,"Yes, yes...","Tak, tak…"
GUARD_DIALOGUE_PATH_01,Bye,Pa
JONH_QUEST_00,Father's Bow,Łuk ojca
JONH_DIALOGUE_00,Yes?,Tak?
JONH_DIALOGUE_PATH_00,I wonder...,Zastanawiam się…
JONH_DIALOGUE_01," My name is Jon. I’m a hunter. I used to hunt in the surrounding forests and lived off what the land provided…At least until the bandits attacked us. Fortunately, my sister managed to escape… But they took me to their hideout.","Nazywam się Jon. Jestem myśliwym. Kiedyś polowałem w okolicznych lasach i żyłem z tego, co dawała ziemia… Przynajmniej do czasu, gdy zaatakowali nas bandyci. Na szczęście moja siostra zdołała uciec… Ale mnie zabrali do swojej kryjówki."
JONH_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
JONH_DIALOGUE_02,"Yes, I can show you how to use a bow better.","Tak, mogę pokazać ci, jak lepiej używać łuku."
JONH_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
JONH_DIALOGUE_03,Goodbye.,Do widzenia.
JONH_DIALOGUE_PATH_03,Good hunting. Goodbye,Szczęśliwego polowania. Do widzenia.
JONH_DIALOGUE_04,"Hmm… let me think. The bandits stole my bow.Now, it’s not a huge problem — my sister sells excellent bows.But that one… that one was special.It had sentimental value — a gift from our father, something to remember him by. Might even be the only thing I have left of him.If you could find it for me… I’d make it worth your while.","Hmm… niech pomyślę. Bandyci ukradli mój łuk. To nie jest wielki problem — moja siostra sprzedaje doskonałe łuki. Ale ten… ten był wyjątkowy. Miał wartość sentymentalną — prezent od naszego ojca, coś, co miało go przypominać. Może nawet jedyna rzecz, jaka mi po nim została. Gdybyś mógł go dla mnie odnaleźć… wynagrodzę ci to sowicie."
JONH_DIALOGUE_PATH_04,Is there anything I can do to help?,Czy mogę jakoś pomóc?
JONH_DIALOGUE_05,"No way… This is really the one. So the bandits still had it after all... I don’t know how to thank you. I’ll show it to my sister right away — she’ll be glad too. Thank you, truly. Here — your promised reward.","Nie wierzę… To naprawdę on. Więc bandyci wciąż go mieli… Nie wiem, jak ci podziękować. Pokażę go od razu siostrze — też będzie się cieszyć. Dziękuję, naprawdę. Proszę — obiecana nagroda."
JONH_DIALOGUE_PATH_05,I think I found your bow. Here.,"Myślę, że znalazłem twój łuk. Proszę."
JUTHAO_QUEST_00,Build Arena,Zbudować arenę
JUTHAO_DIALOGUE_00,What's bring you here? ,Co cię tu sprowadza?
JUTHAO_DIALOGUE_PATH_00,Can we talk about something else?,Możemy porozmawiać o czymś innym?
JUTHAO_DIALOGUE_01,I'm Juthao organizing fights in this place. Maybe you'll even have the chance to fight a few fights in my arena!,"Jestem Juthao, organizuję walki w tym miejscu. Może nawet będziesz miał okazję stoczyć kilka pojedynków na mojej arenie!"
JUTHAO_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
JUTHAO_DIALOGUE_02,"So, you want to try it yourself? You can look at my fighters on the board. Back to me when you win, I will reward you.","Więc chcesz spróbować sam? Możesz spojrzeć na moich wojowników na tablicy. Wróć do mnie, gdy wygrasz — nagrodzę cię."
JUTHAO_DIALOGUE_PATH_02,Can I enter on arena?,Czy mogę wejść na arenę?
JUTHAO_DIALOGUE_03,Bye!,Pa!
JUTHAO_DIALOGUE_PATH_03,"I have to go, farewell","Muszę iść, żegnaj."
JUTHAO_DIALOGUE_04,HA! Congratulation! Take your reword. You can fight with another champion if you want,"Ha! Gratulacje! Weź swoją nagrodę. Jeśli chcesz, możesz zmierzyć się z innym mistrzem."
JUTHAO_DIALOGUE_PATH_04,I won! [Quest completed],Wygrałem! [Zadanie ukończone]
JUTHAO_DIALOGUE_05,I can help you develop your strength or increase your endurance,Mogę pomóc ci rozwijać siłę lub zwiększyć wytrzymałość.
JUTHAO_DIALOGUE_PATH_05,Can you help me with my strong?,Czy możesz pomóc mi z moją siłą?
JUTHAO_DIALOGUE_06,I can show you how to hold your gun better!,"Mogę pokazać ci, jak lepiej trzymać broń!"
JUTHAO_DIALOGUE_PATH_06,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
JUTHAO_DIALOGUE_07,"You've defeated all who wanted to fight. Come back in a few days, maybe someone will dare to fight you.","Pokonałeś wszystkich, którzy chcieli walczyć. Wróć za kilka dni, może ktoś odważy się stawić ci czoła."
JUTHAO_DIALOGUE_PATH_07,I won again! [Quest completed],Wygrałem ponownie! [Zadanie ukończone]
JUTHAO_DIALOGUE_08,"You've defeated all who wanted to fight. Come back in a few days, maybe someone will dare to fight you.","Pokonałeś wszystkich, którzy chcieli walczyć. Wróć za kilka dni, może ktoś odważy się stawić ci czoła."
JUTHAO_DIALOGUE_PATH_08,I won again! [Quest completed],Wygrałem ponownie! [Zadanie ukończone]
JUTHAO_DIALOGUE_09,"Perhaps. I've been thinking of staying here and building an arena near the tavern — battles for glory, experience, and coin. Entertainment for the town, rewards for the brave... and a humble cut for me. Give it some thought.","Być może. Myślałem o pozostaniu tutaj i zbudowaniu areny obok karczmy — walki o chwałę, doświadczenie i złoto. Rozrywka dla miasta, nagrody dla odważnych… i skromna część dla mnie. Przemyśl to."
JUTHAO_DIALOGUE_PATH_09,Is there anything I can do for you?,Czy mogę dla ciebie zrobić coś jeszcze?
JUTHAO_DIALOGUE_10,"Aye, and she’s a beauty. First challengers have already arrived. If you’ve the courage, step into the ring. Win, and gold is yours. Lose, and your coin is gone — but the lesson will be worth its weight.","Tak, i jest piękna. Pierwsi wyzwani już przybyli. Jeśli masz odwagę, wejdź do ringu. Wygraj, a złoto będzie twoje. Przegraj, a twoje monety przepadną — ale lekcja będzie warta swojej ceny."
JUTHAO_DIALOGUE_PATH_10,I see the arena is ready.,"Widzę, że arena jest gotowa."
GOTHAR_QUEST_01,Build The Barracks,Zbudować koszary
GOTHAR_DIALOGUE_00,Yes?,Tak?
GOTHAR_DIALOGUE_PATH_00,I want to talk about...,Chcę porozmawiać o…
GOTHAR_DIALOGUE_01,"I am Gothar, a knight of the Royal Guard and loyal servant to Queen Claudia. I was sent forth by Her Majesty to bring aid to the folk of these troubled lands. As you may have heard, my charge was to rescue the villagers who were taken by ruthless brigands. Alas, I was ambushed in treachery and fell into captivity.","Jestem Gothar, rycerz Straży Królewskiej i lojalny sługa Królowej Claudii. Zostałem wysłany przez Jej Wysokość, aby nieść pomoc mieszkańcom tych trudnych ziem. Jak zapewne słyszałeś, moim zadaniem było uwolnienie wioski, której mieszkańcy zostali porwani przez bezwzględnych bandytów. Niestety, zostałem zaatakowany podstępem i trafiłem do niewoli."
GOTHAR_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
GOTHAR_DIALOGUE_02,"Indeed. I can help you hone your strength and endurance, and instruct you in the art of wielding a two-handed weapon with mastery.",Rzeczywiście. Mogę pomóc ci doskonalić siłę i wytrzymałość oraz nauczyć cię mistrzowskiego posługiwania się bronią dwuręczną.
GOTHAR_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
GOTHAR_DIALOGUE_03,"Farewell, may fate favor you.","Żegnaj, niech los ci sprzyja. "
GOTHAR_DIALOGUE_PATH_03,Farewell.,Żegnaj.
GOTHAR_DIALOGUE_04," By my honor, it was you who freed me from that cursed cage. Thank you. Please, accept this gold as a token of my gratitude. I never imagined these lands were overrun by such fiendish bandits. Never again shall I be caught unawares.","Na moją honor — to ty uwolniłeś mnie z tej przeklętej klatki. Dziękuję. Proszę, przyjmij to złoto jako znak mojej wdzięczności. Nigdy bym nie przypuszczał, że te ziemie są opanowane przez takie złowrogie bandy. Nigdy więcej nie dam się zaskoczyć."
GOTHAR_DIALOGUE_PATH_04,I’m glad to see you in good spirits.,"Cieszę się, że widzę cię w dobrym nastroju."
GOTHAR_DIALOGUE_05,"Indeed. I have already spoken with the architect. The queen sent him here to design and expand the settlement. I too have a task — to organize the defense of this place against any threat. Therefore, I ask you to gather the resources and commission the construction of barracks. I will handle the rest.","Rzeczywiście. Rozmawiałem już z architektem. Królowa wysłała go tutaj, by zaprojektował i rozbudował osadę. Ja również mam zadanie — zorganizować obronę tego miejsca przed każdym zagrożeniem. Dlatego proszę cię, abyś zgromadził zasoby i zlecił budowę koszar. Resztę zajmę się sam."
GOTHAR_DIALOGUE_PATH_05,"Can I assist you with anything, knight?","Czy mogę ci w czymś pomóc, rycerzu?"
GOTHAR_DIALOGUE_06,"Hmm, they will suffice for this settlement’s needs. There is still much to be done here. For now, please accept this humble gift as a token of gratitude — from the queen and from me. Later, I shall send word to our Lady to inform her of all that has transpired. Thank you.","Hmm, wystarczą dla potrzeb tej osady. Wciąż jest tu wiele do zrobienia. Na razie przyjmij ten skromny dar jako znak wdzięczności — od królowej i ode mnie. Później przekażę wieści naszej Pani o wszystkim, co się wydarzyło. Dziękuję."
GOTHAR_DIALOGUE_PATH_06,"So, how do you find the barracks?",No i jak oceniasz koszary?
JUTRAS_QUEST_00,Build Mage House,Zbudować dom maga
JUTRUAS_DIALOGUE_00,Hmm... hmm...,Hmm… hmm…
JUTRUAS_DIALOGUE_PATH_00,"Can I ask, something else?",Czy mogę zapytać o coś jeszcze?
JUTRUAS_DIALOGUE_01,"Who? You ask me? Forgive me, I was lost in thought. My name is Jutruas. I hail from the southern realms, far beyond these lands, though I prefer not to speak of them now. I have come seeking knowledge of ancient artifacts — runes that can be embedded in weapons or armor. Have you perhaps found any yourself?","Kto? Ty mnie pytasz? Wybacz, byłem zamyślony. Nazywam się Jutruas. Pochodzę z południowych krain, daleko stąd, choć teraz wolałbym o nich nie mówić. Przybyłem tu w poszukiwaniu wiedzy o starożytnych artefaktach — runach, które można wplatać w broń lub zbroję. Czy przypadkiem sam znalazłeś jakieś?"
JUTRUAS_DIALOGUE_PATH_01,Who are you?,Kim jesteś?
JUTRUAS_DIALOGUE_02,Certainly. I am a master of elemental magic and also specialize in the art of enchanting.,Oczywiście. Jestem mistrzem magii żywiołów i specjalizuję się również w sztuce zaklinania.
JUTRUAS_DIALOGUE_PATH_02,Could you teach me something?,Czy mógłbyś mnie czegoś nauczyć?
JUTRUAS_DIALOGUE_03,Certainly. I can aid you in sharpening your intellect and expanding your wisdom.,Z pewnością. Mogę pomóc ci w rozwijaniu intelektu i poszerzaniu mądrości.
JUTRUAS_DIALOGUE_PATH_03,Would you share your knowledge with me?,Czy podzielisz się ze mną swoją wiedzą?
JUTRUAS_DIALOGUE_04,"Yes, yes, farewall.","Tak, tak, żegnaj."
JUTRUAS_DIALOGUE_PATH_04,"Thanks for your time, goodbye.","Dziękuję za twój czas, do widzenia."
JUTRUAS_DIALOGUE_05,"Amazing, I've never seen anything like this. Supposedly elves and dwarves were once able to use these scrolls. It's possible that the spell contained in this scroll could be recreated!","Niesamowite, nigdy czegoś takiego nie widziałem. Podobno elfy i krasnoludy potrafiły kiedyś korzystać z tych zwojów. Możliwe, że zaklęcie w nim zawarte można odtworzyć!"
JUTRUAS_DIALOGUE_PATH_05,Tell me about this scroll... I found it in the old ruins!,Opowiedz mi o tym zwoju… Znalazłem go w starych ruinach!
JUTRUAS_DIALOGUE_06,"Yes, you see, I had never considered it before, but now I have no intention of leaving this place. I require a space where I can conduct my studies. Perhaps you would be willing to help me?","Tak, widzisz, nigdy wcześniej nad tym nie myślałem, ale teraz nie mam zamiaru opuszczać tego miejsca. Potrzebuję przestrzeni, gdzie mogę prowadzić swoje badania. Może zechciałbyś pomóc?"
JUTRUAS_DIALOGUE_PATH_06,Can I assist you with anything?,Czy mogę ci w czymś pomóc?
JUTRUAS_DIALOGUE_07,"Indeed, the local architect showed me this house where I can conduct my studies. I can also teach you how to enchant objects. Thank you — please accept this gold as a small token of payment.","Rzeczywiście, miejscowy architekt pokazał mi ten dom, w którym mogę prowadzić swoje badania. Mogę też nauczyć cię, jak zaklinać przedmioty. Dziękuję — proszę, przyjmij to złoto jako symboliczny wynagrodzenie."
JUTRUAS_DIALOGUE_PATH_07,I’m glad you’ve settled in.,"Cieszę się, że się tu osiedliłeś."
JUTRUAS_DIALOGUE_08,"Ohh, would you like to learn something about magic? Unfortunately I can't teach you the ancient arts, that requires exploration. You should go to the ruins, maybe you could find some symbol of old magic.","Och, chcesz się czegoś nauczyć o magii? Niestety, nie mogę nauczyć cię starożytnej sztuki — to wymaga eksploracji. Powinieneś udać się do ruin, może znajdziesz jakiś symbol dawnej magii."
JUTRUAS_DIALOGUE_PATH_08,"Hmm, can you help me with magic?","Hmm, czy możesz mi pomóc w nauce magii?"
JUTRUAS_DIALOGUE_09,"Look for magic in the ruins. Surely if you go far enough, you will find something that can help you understand magic.","Szukaj magii w ruinach. Jeśli pójdziesz wystarczająco daleko, na pewno znajdziesz coś, co pomoże ci zrozumieć magię."
JUTRUAS_DIALOGUE_PATH_09,"I know one scroll, where can I find another one?","Znam jeden zwój, gdzie mogę znaleźć kolejny?"
JUTRUAS_DIALOGUE_10,Try to understand this spell on the scroll with my books. You may need special runes to learn it. You will find the runes in the ruins...,"Spróbuj zrozumieć zaklęcie na zwoju przy pomocy moich ksiąg. Może będziesz potrzebował specjalnych run, żeby je opanować. Runy znajdziesz w ruinach…"
JUTRUAS_DIALOGUE_PATH_10,"So, what I should do with this scroll?",Co powinienem zrobić z tym zwojem?
JUTRUAS_DIALOGUE_11,"Oh! Amazing, this is one of the rune stones of the ancient language that the ancients used. You should look for more of them in the ruins. Hmm, I have a feeling you could use empty rune stones and craft one of these stones. For a price, I'm willing to teach you how to craft them. They're used to enchant equipment.","Och! Niesamowite, to jeden z kamieni runicznych starożytnego języka, którego używali przodkowie. Powinieneś szukać kolejnych w ruinach. Hmm, mam przeczucie, że mógłbyś wykorzystać puste kamienie runiczne i stworzyć taki kamień. Za opłatą mogę cię nauczyć, jak je tworzyć. Służą do zaklinania wyposażenia."
JUTRUAS_DIALOGUE_PATH_11,I found this stone in the ruins. Could you tell me more about it?,Znalazłem ten kamień w ruinach. Czy możesz mi powiedzieć o nim więcej?
JUTRUAS_DIALOGUE_12,Undeads. Why? I never belive such magic can exist. Intresting...,"Nieumarli. Dlaczego? Nigdy nie uwierzyłbym, że taka magia może istnieć. Ciekawe…"
JUTRUAS_DIALOGUE_PATH_12,"I think, I save you in the old cmentary. But you warried about something else?","Myślę, że uratowałem cię na starym cmentarzu. Ale martwiłeś się o coś innego?"
BULATOR_DIALGUE_00,"Wait, what?","Czekaj, co?"
BULATOR_DIALGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
BULATOR_DIALGUE_01,"If you're ready, I can show you how to brew truly powerful potions.","Jeśli jesteś gotowy, mogę pokazać ci, jak warzyć naprawdę potężne mikstury."
BULATOR_DIALGUE_PATH_01,I see you're an alchemist. Could you teach me something?,"Widzę, że jesteś alchemikiem. Czy możesz mnie czegoś nauczyć?"
BULATOR_DIALGUE_02,"Yes, yes… farewell.","Tak, tak… żegnaj."
BULATOR_DIALGUE_PATH_02,"Farewell, alchemist.","Żegnaj, alchemiku."
BULATOR_DIALGUE_03,"I'm an alchemist — isn't it obvious? My name is Bulator. I come from the southern desert cities.I travel across the continent in search of ingredients and the art of potion brewing.I have a few elixirs in stock, if you're looking to buy.","Jestem alchemikiem — czy to nie oczywiste? Nazywam się Bulator. Pochodzę z południowych miast pustynnych. Podróżuję po kontynencie w poszukiwaniu składników i sztuki warzenia mikstur. Mam kilka eliksirów w magazynie, jeśli chcesz kupić."
BULATOR_DIALGUE_PATH_03,Greetings! Who are you?,Witaj! Kim jesteś?
BOR_DIALOGUE_00,Where is it?,Gdzie to jest?
BOR_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
BOR_DIALOGUE_01,Of course. I can show you how to shoot a bow like a true master.But not for free — and I do hope you’ve got at least some basic skills.,"Oczywiście. Mogę pokazać ci, jak strzelać z łuku jak prawdziwy mistrz. Ale nie za darmo — i mam nadzieję, że masz przynajmniej podstawowe umiejętności."
BOR_DIALOGUE_PATH_01,Can you help me improve my skills?,Czy możesz pomóc mi poprawić moje umiejętności?
BOR_DIALOGUE_02,"Hmm... I suppose I have some time to work with you on your agility.Don’t expect miracles right away — but if you're dedicated, I can teach you a few useful tricks.","Hmm… Sądzę, że mogę poświęcić trochę czasu na ćwiczenie twojej zwinności. Nie oczekuj cudów od razu — ale jeśli będziesz wytrwały, mogę nauczyć cię kilku przydatnych trików. "
BOR_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
BOR_DIALOGUE_03,"Farewell, traveler.","Żegnaj, podróżniku."
BOR_DIALOGUE_PATH_03,"Farewell, hunter.","Żegnaj, myśliwy."
BOR_DIALOGUE_04,"I'm just an ordinary hunter. City life grew tiresome, so I set out across the continent in search of challenges and adventure.I've hunted many creatures — from mighty orcs to strange gnolls.But enough about me. Soon, I’ll be on the road again.","Jestem zwykłym myśliwym. Życie w mieście stało się nużące, więc wyruszyłem przez kontynent w poszukiwaniu wyzwań i przygód. Polowałem na wiele stworzeń — od potężnych orków po dziwne gnolle. Ale dość o mnie. Wkrótce znów ruszę w drogę."
BOR_DIALOGUE_PATH_04,I see you're a hunter. Who are you?,"Widzę, że jesteś myśliwym. Kim jesteś?"
SALVOR_DIALOGUE_00,True knowledge must be here somewhere...,Prawdziwa wiedza musi gdzieś tu być…
SALVOR_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
SALVOR_DIALOGUE_01,"Hmm, you want to learn true magic? I can teach you what we learn in the southern cities.Of course, I can’t show you the basics — you must master those yourself.","Hmm, chcesz poznać prawdziwą magię? Mogę cię nauczyć tego, czego uczymy się w południowych miastach. Oczywiście, nie mogę pokazać ci podstaw — musisz je opanować samodzielnie."
SALVOR_DIALOGUE_PATH_01,Can you share the secrets of your knowledge?,Czy możesz podzielić się sekretami swojej wiedzy?
SALVOR_DIALOGUE_02,I believe I could help you increase your intelligence and expand your knowledge.,"Myślę, że mogę pomóc ci zwiększyć inteligencję i poszerzyć wiedzę."
SALVOR_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
SALVOR_DIALOGUE_03,"Yes, yes… good luck on the road.","Tak, tak… powodzenia na drodze."
SALVOR_DIALOGUE_PATH_03,"Farewell, Mage.","Żegnaj, Magu."
SALVOR_DIALOGUE_04,"A humble seeker of arcane knowledge. My name is Salvor, and I hail from the south.Yet, I couldn’t find the true wisdom I sought there.You see, I am very old, but that doesn’t mean I’ve lost my hunger to learn new things.","Skromny poszukiwacz wiedzy tajemnej. Nazywam się Salvor i pochodzę z południa. Jednak nie znalazłem tam prawdziwej mądrości, której szukałem. Widzisz, jestem bardzo stary, ale to nie znaczy, że straciłem głód nauki nowych rzeczy."
SALVOR_DIALOGUE_PATH_04,Who are you?,Kim jesteś?
SHADOW_DIALOGUE_00,Hmm...,Hmm…
SHADOW_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
SHADOW_DIALOGUE_01,"You want to master my art? An interesting proposal, I must admit.Alright, but not for free — and not for rookies.","Chcesz opanować moją sztukę? Interesująca propozycja, muszę przyznać. Dobrze, ale nie za darmo — i nie dla nowicjuszy."
SHADOW_DIALOGUE_PATH_01,Can you show me how to wield a weapon better?,"Czy możesz pokazać mi, jak lepiej władać bronią?"
SHADOW_DIALOGUE_02,Teach you? Hmm… I could use some money.I can show you how to improve your agility and strength.,"Nauczyć cię? Hmm… mogę użyć trochę pieniędzy. Mogę pokazać ci, jak poprawić zwinność i siłę."
SHADOW_DIALOGUE_PATH_02,Can you teach me something?,Czy możesz mnie czegoś nauczyć?
SHADOW_DIALOGUE_03,Farewell.,Żegnaj.
SHADOW_DIALOGUE_PATH_03,Farewell.,Żegnaj.
SHADOW_DIALOGUE_04,"Why should I answer that? I am the Shadow.My presence here is a secret.I can only assure you that I am not looking for you, so don’t worry.","Dlaczego miałbym na to odpowiadać? Jestem Cieniem. Moja obecność tutaj jest tajemnicą. Mogę ci jedynie zapewnić, że nie szukam ciebie, więc nie martw się."
SHADOW_DIALOGUE_PATH_04,Who are you?,Kim jesteś?
RETHER_DIALOGUE_00,Cursed undead...,Przeklęci nieumarli…
RETHER_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
RETHER_DIALOGUE_01,I can help you increase your wisdom and intelligence.,Mogę pomóc ci zwiększyć mądrość i inteligencję.
RETHER_DIALOGUE_PATH_01,Can you help teach me something?,Czy możesz mnie czegoś nauczyć?
RETHER_DIALOGUE_02,My order taught me to share knowledge with others.So I can show you how to better wield the magic of light and tell you about the runic words of this world.,"Mój zakon nauczył mnie dzielić się wiedzą z innymi. Mogę więc pokazać ci, jak lepiej władać magią światła i opowiedzieć o runicznych słowach tego świata."
RETHER_DIALOGUE_PATH_02,"Rether, can you teach me something?","Rether, czy możesz mnie czegoś nauczyć?"
RETHER_DIALOGUE_03,"Thank you, farewell.","Dziękuję, żegnaj."
RETHER_DIALOGUE_PATH_03,Good luck on the road! Farewell.,Powodzenia na drodze! Żegnaj.
RETHER_DIALOGUE_04,"You ask difficult questions, traveler. I hope this isn’t one of those philosophical ones, so I’ll answer plainly.My name is Rether, and I am a messenger. My order sent me to seek out and eradicate the sources of the undead.I travel across the continent, locating and marking places where creatures of evil may hide.","Zadajesz trudne pytania, podróżniku. Mam nadzieję, że to nie jedno z tych filozoficznych, więc odpowiem prosto. Nazywam się Rether i jestem posłańcem. Mój zakon wysłał mnie, by odnaleźć i wyeliminować źródła nieumarłych. Podróżuję po kontynencie, lokalizując i oznaczając miejsca, gdzie mogą ukrywać się stworzenia zła."
RETHER_DIALOGUE_PATH_04,Who are you?,Kim jesteś?
KUPIS_DIALOGUE_00,Do you want to buy something?,Chcesz coś kupić?
KUPIS_DIALOGUE_PATH_00,Can I ask something else?,Czy mogę zapytać o coś jeszcze?
KUPIS_DIALOGUE_01,I hope we meet again!,"Mam nadzieję, że jeszcze się spotkamy!"
KUPIS_DIALOGUE_PATH_01,Bye,Pa
KUPIS_DIALOGUE_02,"I am a traveler, a merchant, an explorer! My name is Kupis.I roam the world, bringing all sorts of goods from its farthest corners!Looking to buy something?","Jestem podróżnikiem, kupcem, odkrywcą! Nazywam się Kupis. Wędruję po świecie, przynosząc różne towary z jego najdalszych zakątków! Szukasz czegoś do kupienia?"
